timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
92879.34130859375,1.0,336880.0,-187559.0,24659.0
92892.68237304688,2.0,362131.0,-203450.0,8768.0
92906.02368164062,3.0,373294.0,-210833.0,1385.0
92919.36499023438,4.0,374664.0,-212218.0,0.0
92932.7060546875,5.0,370139.0,-209931.0,2287.0
92946.04736328125,6.0,362728.0,-205794.0,6424.0
92959.38842773438,7.0,354462.0,-201053.0,11165.0
92972.72973632812,8.0,346524.0,-196451.0,15767.0
92986.07104492188,9.0,339463.0,-192338.0,19880.0
92999.412109375,10.0,333408.0,-188812.0,23406.0
93012.75341796875,11.0,328255.0,-185823.0,26395.0
93026.0947265625,12.0,323799.0,-183256.0,28962.0
93039.43579101562,13.0,319821.0,-180981.0,31237.0
93052.77709960938,14.0,316134.0,-178889.0,33329.0
93066.1181640625,15.0,312604.0,-176896.0,35322.0
93079.45947265625,16.0,309141.0,-174945.0,37273.0
93092.80078125,17.0,305700.0,-173006.0,39212.0
93106.14184570312,18.0,302259.0,-171062.0,41156.0
93119.48315429688,19.0,298814.0,-169113.0,43105.0
93132.82446289062,20.0,295369.0,-167162.0,45056.0
93146.16552734375,21.0,291938.0,-165216.0,47002.0
93159.5068359375,22.0,288528.0,-163280.0,48938.0
93172.84814453125,23.0,285148.0,-161358.0,50860.0
93186.18920898438,24.0,281802.0,-159457.0,52761.0
93199.53051757812,25.0,278493.0,-157579.0,54639.0
93212.87158203125,26.0,275221.0,-155725.0,56493.0
93226.212890625,27.0,271989.0,-153897.0,58321.0
93239.55419921875,28.0,268795.0,-152096.0,60122.0
93252.89526367188,29.0,265640.0,-150317.0,61901.0
93266.23657226562,30.0,262523.0,-148561.0,63657.0
93279.57788085938,31.0,259443.0,-146826.0,65392.0
93292.9189453125,32.0,256400.0,-145110.0,67108.0
93306.26025390625,33.0,253392.0,-143414.0,68804.0
93319.60131835938,34.0,250422.0,-141735.0,70483.0
93332.94262695312,35.0,247489.0,-140074.0,72144.0
93346.28393554688,36.0,244590.0,-138434.0,73784.0
93359.625,37.0,241720.0,-136814.0,75404.0
93372.96630859375,38.0,238876.0,-135220.0,76998.0
93386.3076171875,39.0,236063.0,-133646.0,78572.0
93399.64868164062,40.0,233281.0,-132091.0,80127.0
93412.98999023438,41.0,230535.0,-130552.0,81666.0
93426.33129882812,42.0,227827.0,-129029.0,83189.0
