timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
22525.6826171875,1.0,28458.0,8234.0,127179.0
22552.365478515625,2.0,119335.0,-25099.0,93846.0
22579.048095703125,3.0,261401.0,-87895.0,31050.0
22605.73095703125,4.0,332490.0,-118945.0,0.0
22632.41357421875,5.0,319344.0,-113113.0,5832.0
22659.09619140625,6.0,302852.0,-106280.0,12665.0
22685.779052734375,7.0,300896.0,-105806.0,13139.0
22712.461669921875,8.0,299568.0,-105523.0,13422.0
22739.14453125,9.0,295792.0,-104156.0,14789.0
22765.8271484375,10.0,291953.0,-102763.0,16182.0
22792.509765625,11.0,288580.0,-101579.0,17366.0
22819.192626953125,12.0,285264.0,-100423.0,18522.0
22845.875244140625,13.0,281914.0,-99248.0,19697.0
22872.55810546875,14.0,278602.0,-98079.0,20866.0
22899.24072265625,15.0,275346.0,-96926.0,22019.0
22925.92333984375,16.0,272129.0,-95789.0,23156.0
22952.606201171875,17.0,268942.0,-94668.0,24277.0
22979.288818359375,18.0,265787.0,-93557.0,25388.0
23005.9716796875,19.0,262670.0,-92456.0,26489.0
23032.654296875,20.0,259594.0,-91367.0,27578.0
23059.3369140625,21.0,256555.0,-90291.0,28654.0
23086.019775390625,22.0,253551.0,-89231.0,29714.0
23112.702392578125,23.0,250581.0,-88187.0,30758.0
23139.38525390625,24.0,247646.0,-87156.0,31789.0
23166.06787109375,25.0,244746.0,-86135.0,32810.0
23192.75048828125,26.0,241878.0,-85125.0,33820.0
23219.433349609375,27.0,239042.0,-84123.0,34822.0
23246.115966796875,28.0,236231.0,-83142.0,35803.0
23272.798828125,29.0,233444.0,-82183.0,36762.0
23299.4814453125,30.0,230693.0,-81230.0,37715.0
23326.1640625,31.0,227986.0,-80278.0,38667.0
23352.846923828125,32.0,225312.0,-79333.0,39612.0
23379.529541015625,33.0,222668.0,-78403.0,40542.0
23406.21240234375,34.0,220053.0,-77487.0,41458.0
23432.89501953125,35.0,217479.0,-76581.0,42364.0
23459.57763671875,36.0,214939.0,-75681.0,43264.0
23486.260498046875,37.0,212425.0,-74790.0,44155.0
23512.943115234375,38.0,209937.0,-73913.0,45032.0
23539.6259765625,39.0,207479.0,-73047.0,45898.0
23566.30859375,40.0,205049.0,-72191.0,46754.0
23592.9912109375,41.0,202649.0,-71346.0,47599.0
23619.674072265625,42.0,200278.0,-70510.0,48435.0
23646.356689453125,43.0,197932.0,-69679.0,49266.0
23673.039306640625,44.0,195613.0,-68858.0,50087.0
23699.72216796875,45.0,193322.0,-68046.0,50899.0
