timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
39438.68310546875,1.0,28530.0,8596.0,119602.0
39465.3662109375,2.0,119844.0,-22537.0,88469.0
39492.04931640625,3.0,262629.0,-81732.0,29274.0
39518.732421875,4.0,334076.0,-111006.0,0.0
39545.41552734375,5.0,320871.0,-105517.0,5489.0
39572.0986328125,6.0,304311.0,-99089.0,11917.0
39598.78173828125,7.0,302350.0,-98653.0,12353.0
39625.46484375,8.0,301014.0,-98391.0,12615.0
39652.14794921875,9.0,297218.0,-97112.0,13894.0
39678.8310546875,10.0,293360.0,-95818.0,15188.0
39705.51416015625,11.0,289975.0,-94708.0,16298.0
39732.197265625,12.0,286649.0,-93619.0,17387.0
39758.88037109375,13.0,283286.0,-92525.0,18481.0
39785.5634765625,14.0,279964.0,-91440.0,19566.0
39812.246826171875,15.0,276693.0,-90363.0,20643.0
39838.929931640625,16.0,273457.0,-89297.0,21709.0
39865.613037109375,17.0,270254.0,-88244.0,22762.0
39892.296142578125,18.0,267081.0,-87212.0,23794.0
39918.979248046875,19.0,263920.0,-86216.0,24790.0
39945.662353515625,20.0,260781.0,-85243.0,25763.0
39972.345458984375,21.0,257697.0,-84268.0,26738.0
39999.028564453125,22.0,254676.0,-83281.0,27725.0
40025.711669921875,23.0,251702.0,-82293.0,28713.0
40052.394775390625,24.0,248763.0,-81325.0,29681.0
40079.077880859375,25.0,245853.0,-80377.0,30629.0
40105.760986328125,26.0,242975.0,-79433.0,31573.0
40132.444091796875,27.0,240134.0,-78492.0,32514.0
40159.127197265625,28.0,237330.0,-77562.0,33444.0
40185.810302734375,29.0,234558.0,-76652.0,34354.0
40212.493408203125,30.0,231814.0,-75760.0,35246.0
40239.176513671875,31.0,229100.0,-74872.0,36134.0
40265.859619140625,32.0,226420.0,-73987.0,37019.0
40292.542724609375,33.0,223773.0,-73113.0,37893.0
40319.225830078125,34.0,221158.0,-72250.0,38756.0
40345.908935546875,35.0,218574.0,-71394.0,39612.0
40372.592041015625,36.0,216020.0,-70549.0,40457.0
40399.275146484375,37.0,213491.0,-69719.0,41287.0
40425.958251953125,38.0,210992.0,-68901.0,42105.0
40452.641357421875,39.0,208521.0,-68091.0,42915.0
40479.324462890625,40.0,206075.0,-67287.0,43719.0
40506.007568359375,41.0,203664.0,-66491.0,44515.0
40532.690673828125,42.0,201279.0,-65713.0,45293.0
40559.3740234375,43.0,198900.0,-64964.0,46042.0
