timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
46825.682861328125,1.0,168706.0,-74873.0,126634.0
46844.36572265625,2.0,250025.0,-117548.0,83959.0
46863.048583984375,3.0,316192.0,-152949.0,48558.0
46881.7314453125,4.0,362284.0,-178060.0,23447.0
46900.4140625,5.0,389359.0,-193170.0,8337.0
46919.096923828125,6.0,401302.0,-200190.0,1317.0
46937.77978515625,7.0,402738.0,-201507.0,0.0
46956.462646484375,8.0,397853.0,-199335.0,2172.0
46975.1455078125,9.0,389876.0,-195406.0,6101.0
46993.828369140625,10.0,380988.0,-190903.0,10604.0
47012.51123046875,11.0,372459.0,-186532.0,14975.0
47031.194091796875,12.0,364871.0,-182627.0,18880.0
47049.876708984375,13.0,358362.0,-179280.0,22227.0
47068.5595703125,14.0,352822.0,-176442.0,25065.0
47087.242431640625,15.0,348034.0,-174002.0,27505.0
47105.92529296875,16.0,343763.0,-171841.0,29666.0
47124.608154296875,17.0,339809.0,-169852.0,31655.0
47143.291015625,18.0,336021.0,-167958.0,33549.0
47161.973876953125,19.0,332302.0,-166105.0,35402.0
47180.65673828125,20.0,328601.0,-164263.0,37244.0
47199.339599609375,21.0,324896.0,-162420.0,39087.0
47218.022216796875,22.0,321186.0,-160574.0,40933.0
47236.705078125,23.0,317478.0,-158725.0,42782.0
47255.387939453125,24.0,313783.0,-156881.0,44626.0
47274.07080078125,25.0,310113.0,-155046.0,46461.0
47292.753662109375,26.0,306476.0,-153225.0,48282.0
47311.4365234375,27.0,302878.0,-151420.0,50087.0
47330.119384765625,28.0,299320.0,-149636.0,51871.0
47348.80224609375,29.0,295806.0,-147875.0,53632.0
47367.48486328125,30.0,292334.0,-146136.0,55371.0
47386.167724609375,31.0,288906.0,-144419.0,57088.0
47404.8505859375,32.0,285520.0,-142724.0,58783.0
47423.533447265625,33.0,282173.0,-141053.0,60454.0
47442.21630859375,34.0,278862.0,-139407.0,62100.0
47460.899169921875,35.0,275586.0,-137784.0,63723.0
47479.58203125,36.0,272347.0,-136182.0,65325.0
47498.264892578125,37.0,269146.0,-134597.0,66910.0
47516.947509765625,38.0,265985.0,-133029.0,68478.0
47535.63037109375,39.0,262863.0,-131473.0,70034.0
