timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
7725.3408203125,1.0,156178.0,-78927.0,133043.0
7738.681884765625,2.0,231529.0,-123767.0,88203.0
7752.022705078125,3.0,292899.0,-160964.0,51006.0
7765.363525390625,4.0,335685.0,-187345.0,24625.0
7778.70458984375,5.0,360845.0,-203218.0,8752.0
7792.04541015625,6.0,371964.0,-210589.0,1381.0
7805.38623046875,7.0,373332.0,-211970.0,0.0
7818.72705078125,8.0,368828.0,-209684.0,2286.0
7832.068115234375,9.0,361449.0,-205550.0,6420.0
7845.408935546875,10.0,353214.0,-200819.0,11151.0
7858.749755859375,11.0,345303.0,-196226.0,15744.0
7872.0908203125,12.0,338259.0,-192124.0,19846.0
7885.431640625,13.0,332214.0,-188607.0,23363.0
7898.7724609375,14.0,327068.0,-185623.0,26347.0
7912.113525390625,15.0,322620.0,-183060.0,28910.0
7925.454345703125,16.0,318654.0,-180787.0,31183.0
7938.795166015625,17.0,314980.0,-178697.0,33273.0
7952.135986328125,18.0,311465.0,-176704.0,35266.0
7965.47705078125,19.0,308017.0,-174752.0,37218.0
7978.81787109375,20.0,304590.0,-172812.0,39158.0
7992.15869140625,21.0,301161.0,-170871.0,41099.0
8005.499755859375,22.0,297728.0,-168927.0,43043.0
8018.840576171875,23.0,294296.0,-166982.0,44988.0
8032.181396484375,24.0,290875.0,-165042.0,46928.0
8045.5224609375,25.0,287475.0,-163114.0,48856.0
8058.86328125,26.0,284103.0,-161202.0,50768.0
8072.2041015625,27.0,280767.0,-159307.0,52663.0
8085.544921875,28.0,277470.0,-157435.0,54535.0
8098.885986328125,29.0,274216.0,-155585.0,56385.0
8112.226806640625,30.0,271000.0,-153756.0,58214.0
8125.567626953125,31.0,267824.0,-151949.0,60021.0
8138.90869140625,32.0,264688.0,-150164.0,61806.0
8152.24951171875,33.0,261587.0,-148401.0,63569.0
8165.59033203125,34.0,258523.0,-146662.0,65308.0
8178.931396484375,35.0,255492.0,-144945.0,67025.0
8192.272216796875,36.0,252496.0,-143250.0,68720.0
8205.613037109375,37.0,249534.0,-141574.0,70396.0
8218.953857421875,38.0,246606.0,-139919.0,72051.0
8232.294921875,39.0,243709.0,-138285.0,73685.0
8245.6357421875,40.0,240842.0,-136672.0,75298.0
8258.9765625,41.0,238009.0,-135077.0,76893.0
8272.317626953125,42.0,235212.0,-133499.0,78471.0
8285.658447265625,43.0,232452.0,-131939.0,80031.0
8298.999267578125,44.0,229727.0,-130395.0,81575.0
8312.34033203125,45.0,227036.0,-128866.0,83104.0
8325.68115234375,46.0,224379.0,-127354.0,84616.0
8339.02197265625,47.0,221754.0,-125859.0,86111.0
8352.36279296875,48.0,219160.0,-124382.0,87588.0
8365.703857421875,49.0,216597.0,-122923.0,89047.0
8379.044677734375,50.0,214064.0,-121483.0,90487.0
