timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
47827.342041015625,1.0,5543.0,1517.0,214168.0
47840.68408203125,2.0,27736.0,-7015.0,205636.0
47854.026123046875,3.0,81095.0,-35549.0,177102.0
47867.3681640625,4.0,156622.0,-79200.0,133451.0
47880.7099609375,5.0,232195.0,-124180.0,88471.0
47894.052001953125,6.0,293748.0,-161491.0,51160.0
47907.39404296875,7.0,336665.0,-187952.0,24699.0
47920.736083984375,8.0,361903.0,-203873.0,8778.0
47934.078125,9.0,373060.0,-211266.0,1385.0
47947.420166015625,10.0,374433.0,-212651.0,0.0
47960.76220703125,11.0,369919.0,-210356.0,2295.0
47974.104248046875,12.0,362521.0,-206206.0,6445.0
47987.4462890625,13.0,354269.0,-201456.0,11195.0
48000.7880859375,14.0,346343.0,-196842.0,15809.0
48014.130126953125,15.0,339288.0,-192721.0,19930.0
48027.47216796875,16.0,333235.0,-189188.0,23463.0
48040.814208984375,17.0,328082.0,-186191.0,26460.0
48054.15625,18.0,323626.0,-183617.0,29034.0
48067.498291015625,19.0,319650.0,-181339.0,31312.0
48080.84033203125,20.0,315969.0,-179245.0,33406.0
48094.182373046875,21.0,312447.0,-177248.0,35403.0
48107.5244140625,22.0,308995.0,-175292.0,37359.0
48120.8662109375,23.0,305560.0,-173350.0,39301.0
48134.208251953125,24.0,302120.0,-171406.0,41245.0
48147.55029296875,25.0,298673.0,-169457.0,43194.0
48160.892333984375,26.0,295225.0,-167507.0,45144.0
48174.234375,27.0,291786.0,-165561.0,47090.0
48187.576416015625,28.0,288369.0,-163625.0,49026.0
48200.91845703125,29.0,284981.0,-161702.0,50949.0
48214.260498046875,30.0,281633.0,-159797.0,52854.0
48227.6025390625,31.0,278324.0,-157913.0,54738.0
48240.9443359375,32.0,275058.0,-156054.0,56597.0
48254.286376953125,33.0,271830.0,-154218.0,58433.0
48267.62841796875,34.0,268641.0,-152406.0,60245.0
48280.970458984375,35.0,265490.0,-150618.0,62033.0
48294.3125,36.0,262379.0,-148849.0,63802.0
48307.654541015625,37.0,259305.0,-147102.0,65549.0
48320.99658203125,38.0,256270.0,-145376.0,67275.0
48334.338623046875,39.0,253272.0,-143673.0,68978.0
48347.6806640625,40.0,250310.0,-141990.0,70661.0
48361.0224609375,41.0,247383.0,-140325.0,72326.0
48374.364501953125,42.0,244488.0,-138678.0,73973.0
48387.70654296875,43.0,241625.0,-137048.0,75603.0
48401.048583984375,44.0,238795.0,-135439.0,77212.0
48414.390625,45.0,235997.0,-133850.0,78801.0
48427.732666015625,46.0,233230.0,-132280.0,80371.0
48441.07470703125,47.0,230495.0,-130729.0,81922.0
48454.416748046875,48.0,227794.0,-129196.0,83455.0
48467.7587890625,49.0,225123.0,-127684.0,84967.0
48481.1005859375,50.0,222480.0,-126195.0,86456.0
48494.442626953125,51.0,219863.0,-124729.0,87922.0
48507.78466796875,52.0,217272.0,-123284.0,89367.0
48521.126708984375,53.0,214710.0,-121854.0,90797.0
48534.46875,54.0,212181.0,-120439.0,92212.0
48547.810791015625,55.0,209684.0,-119036.0,93615.0
