timestamp,sampleNum,BIOZI,BIOZQ,BIOZ
15279.3408203125,1.0,155145.0,-80435.0,135275.0
15292.681884765625,2.0,229964.0,-126040.0,89670.0
15306.022705078125,3.0,290895.0,-163864.0,51846.0
15319.36376953125,4.0,333370.0,-190686.0,25024.0
15332.70458984375,5.0,358340.0,-206821.0,8889.0
15346.045654296875,6.0,369368.0,-214310.0,1400.0
15359.386474609375,7.0,370713.0,-215710.0,0.0
15372.7275390625,8.0,366227.0,-213383.0,2327.0
15386.068359375,9.0,358890.0,-209179.0,6531.0
15399.4091796875,10.0,350710.0,-204365.0,11345.0
15412.750244140625,11.0,342857.0,-199689.0,16021.0
15426.091064453125,12.0,335872.0,-195510.0,20200.0
15439.43212890625,13.0,329882.0,-191925.0,23785.0
15452.77294921875,14.0,324784.0,-188885.0,26825.0
15466.114013671875,15.0,320375.0,-186272.0,29438.0
15479.454833984375,16.0,316443.0,-183958.0,31752.0
15492.7958984375,17.0,312801.0,-181828.0,33882.0
15506.13671875,18.0,309315.0,-179799.0,35911.0
15519.4775390625,19.0,305896.0,-177813.0,37897.0
15532.818603515625,20.0,302494.0,-175839.0,39871.0
15546.159423828125,21.0,299087.0,-173864.0,41846.0
15559.50048828125,22.0,295675.0,-171885.0,43825.0
15572.84130859375,23.0,292263.0,-169903.0,45807.0
15586.182373046875,24.0,288862.0,-167926.0,47784.0
15599.523193359375,25.0,285482.0,-165961.0,49749.0
15612.8642578125,26.0,282131.0,-164012.0,51698.0
15626.205078125,27.0,278815.0,-162082.0,53628.0
15639.5458984375,28.0,275538.0,-160175.0,55535.0
15652.886962890625,29.0,272298.0,-158292.0,57418.0
15666.227783203125,30.0,269096.0,-156435.0,59275.0
15679.56884765625,31.0,265931.0,-154603.0,61107.0
15692.90966796875,32.0,262803.0,-152796.0,62914.0
15706.250732421875,33.0,259710.0,-151013.0,64697.0
15719.591552734375,34.0,256656.0,-149250.0,66460.0
15732.9326171875,35.0,253641.0,-147507.0,68203.0
15746.2734375,36.0,250664.0,-145782.0,69928.0
15759.6142578125,37.0,247724.0,-144078.0,71632.0
15772.955322265625,38.0,244821.0,-142390.0,73320.0
15786.296142578125,39.0,241956.0,-140721.0,74989.0
15799.63720703125,40.0,239124.0,-139069.0,76641.0
15812.97802734375,41.0,236324.0,-137435.0,78275.0
15826.319091796875,42.0,233558.0,-135821.0,79889.0
15839.659912109375,43.0,230826.0,-134226.0,81484.0
15853.0009765625,44.0,228125.0,-132647.0,83063.0
15866.341796875,45.0,225457.0,-131086.0,84624.0
15879.6826171875,46.0,222821.0,-129547.0,86163.0
